gindex,player,pos,team,points,p10,p90,sd,games,health_environment_delta,health_floor_delta,role_system_ceiling_lift,role_sd_lift,team_uncertainty_lift,league_scheme_delta,neutral_context_delta,target_share,rush_share,goal_line_share,role_margin,target_hhi,rush_hhi,coach_proe,pace_multiplier,new_coach,roster_continuity,contingent_gain,behind,volume_ratio,td_dependence,health_ratio
522,Rashid Shaheed,WR,SEA,116.05869,49.985806,190.8608,56.360012,13.63,13.054527,13.569439,28.540329,21.469051,-2.023285,-3.8429565,0.6437912,0.1327206247327752,0.0157642685832907,0.003309670660096,-0.1326847188449276,0.1405985830746451,0.285522936462633,0.0033032852808487,1.01255678174596,False,0.4815431383902721,,,2.004822850227356,1.4465118331174591,1.1159420013427734
186,Evan Engram,TE,DEN,113.313034,56.112152,183.5654,50.553116,14.902,11.18853,8.850487,41.626694,23.94949,-4.6699066,0.34500122,4.2946243,0.1346608671575547,0.0018142885657754,0.0002060440460772,0.0864669408807258,0.1079177124440923,0.3367956731608758,0.0081475376106117,0.9982335282057712,False,0.519899785254116,,,1.7529457807540894,2.051845675979401,1.0331209897994995
327,Kimani Vidal,RB,LAC,113.19552,50.882572,181.39523,52.48486,14.534,0.8225403,-1.0924301,20.495605,20.393456,-6.88974,-3.2767715,-6.592758,0.046443793842592,0.3328698463649507,0.314431160931545,-0.1137062064480484,0.1261122202253332,0.3268830682101264,0.005461033624231,1.0332683268227256,False,0.4315741720852865,,,2.0671523213386536,1.1612181645769142,1.079729676246643
219,Matthew Golden,WR,GB,112.17078,54.571407,179.59833,50.93685,14.87,-1.0736313,-2.903984,28.999695,22.79365,-3.0781097,-4.372238,1.6613846,0.1046490614580664,0.0184754692377807,0.0045252552186969,-0.0768287209482778,0.1138460189524428,0.4017538368478901,-0.0038535665099792,1.0287958656801752,False,0.3548334818896361,,,2.0724058151245117,0.9612323550728806,1.1035422086715698
129,Mike Gesicki,TE,CIN,111.93098,56.020157,174.10318,48.04077,15.806,0.68218994,1.2334404,25.297684,21.800106,-11.033997,9.119827,13.205612,0.1102085249110908,0.0005761777419739,3.73881688739156e-05,0.0609925429974036,0.1471402401076878,0.43310969036016,0.0518904799433851,1.0074792976821438,False,0.4952131576794043,,,1.6008865237236023,0.954332345474244,1.014652132987976
237,Jayden Higgins,WR,HOU,110.75341,50.924545,181.40114,53.622574,15.19,-3.4158707,0.996521,43.37204,26.466,-4.7941284,0.92443085,-2.186882,0.1188246815442258,0.0022802840417088,0.0002534193034946,-0.107293411171099,0.1239619180366614,0.32340015184416,0.0116174936896796,1.0066790344008554,False,0.4292192841693993,,,1.7206230759620669,1.413441418852808,1.0227848291397097
442,Devin Singletary,RB,NYG,110.058304,48.72614,182.07841,54.10062,15.498,-7.1389313,-9.637604,31.955368,26.344904,1.1123047,4.567978,1.090004,0.0394945680177623,0.2452431184867004,0.3961816253947893,-0.1239426826156935,0.1219595036765839,0.3114201937567469,-0.0379548155758191,1.0186691515658644,True,0.8426877470355731,,,2.1797646284103394,1.1304765698099626,1.0250941514968872
384,Jordan Mason,RB,MIN,109.86481,51.96989,168.93681,48.779774,14.338,1.7216339,-2.7911377,23.839432,19.514803,-6.977356,-4.65889,-7.7133865,0.0334824316392436,0.3190936787632409,0.4209577107408579,-0.2103465589199799,0.1600434327998587,0.3896957606338575,0.0267451506674542,0.998050360230593,False,0.925256561620198,,,1.9426085352897644,1.026922642525613,1.0690608024597168
4,Tyler Allgeier,RB,ARI,108.410164,54.600163,179.72119,49.90172,14.856,-7.5476,-12.742039,33.66658,19.783571,-2.122055,1.0667496,4.5437775,0.0334685584880548,0.242263368980994,0.2682794539267111,-0.1315230290003058,0.1354945388129577,0.2518147078530476,0.0128423720766785,1.0057299991686912,False,0.4367641169403284,15.015586853027344,James Conner,2.1352102756500244,1.14892901978523,1.074966549873352
370,Jalen Tolbert,WR,MIA,108.37024,50.657784,176.55878,53.126846,14.72,5.708931,4.4710236,31.539429,24.664888,-4.9558105,0.7614136,-0.38437653,0.1257760263878372,0.0039448101415905,0.0006273483983488,-0.0221250247235493,0.1040702857040609,0.3603501687453079,0.0,1.0,True,0.6645047716112295,,,2.04403817653656,1.4465321038209538,1.05874502658844
